Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDE)
2017 191 40620   4208830.043   2334850.517   4171267.368     10.822   2.282   0.151   2.433  14.302
2017 191 40650   4208830.043   2334850.517   4171267.368     10.763   2.282   0.150   2.433  14.303
2017 191 40680   4208830.043   2334850.517   4171267.369     10.571   2.282   0.150   2.433  14.305
2017 191 40710   4208830.043   2334850.517   4171267.369     10.103   2.282   0.150   2.432  14.309
2017 191 40740   4208830.043   2334850.518   4171267.369      9.707   2.282   0.150   2.432  14.312
2017 191 40770   4208830.043   2334850.518   4171267.369      9.687   2.282   0.150   2.432  14.313
2017 191 40800   4208830.043   2334850.518   4171267.369     10.045   2.282   0.150   2.432  14.312
2017 191 40830   4208830.043   2334850.518   4171267.368     10.094   2.282   0.150   2.432  14.311
2017 191 40860   4208830.043   2334850.518   4171267.368     10.220   2.282   0.149   2.432  14.312
2017 191 40890   4208830.043   2334850.518   4171267.368     10.274   2.282   0.149   2.432  14.310
2017 191 40920   4208830.043   2334850.518   4171267.368     10.031   2.282   0.149   2.432  14.310
2017 191 40950   4208830.043   2334850.518   4171267.368      9.886   2.282   0.150   2.432  14.315
2017 191 40980   4208830.043   2334850.518   4171267.368      9.881   2.282   0.150   2.432  14.321
2017 191 41010   4208830.043   2334850.518   4171267.368      9.715   2.282   0.151   2.433  14.327
2017 191 41040   4208830.043   2334850.518   4171267.368     10.042   2.282   0.152   2.434  14.332
2017 191 41070   4208830.043   2334850.518   4171267.368      9.957   2.282   0.152   2.434  14.331
2017 191 41100   4208830.043   2334850.518   4171267.368     10.310   2.282   0.153   2.435  14.330
2017 191 41130   4208830.043   2334850.518   4171267.368     10.404   2.282   0.153   2.436  14.331
2017 191 41160   4208830.043   2334850.518   4171267.368     10.549   2.282   0.154   2.436  14.332
2017 191 41190   4208830.043   2334850.518   4171267.368     10.658   2.282   0.154   2.437  14.334
2017 191 41220   4208830.043   2334850.518   4171267.368     11.674   2.282   0.155   2.437  14.335
2017 191 41250   4208830.043   2334850.518   4171267.368     11.134   2.282   0.155   2.438  14.340
2017 191 41280   4208830.043   2334850.518   4171267.368      9.947   2.282   0.156   2.438  14.347
2017 191 41310   4208830.043   2334850.518   4171267.368     11.628   2.282   0.157   2.439  14.354
2017 191 41340   4208830.043   2334850.519   4171267.368     10.220   2.282   0.157   2.439  14.360
2017 191 41370   4208830.043   2334850.519   4171267.368     11.391   2.282   0.157   2.439  14.364
2017 191 41400   4208830.043   2334850.519   4171267.368     11.237   2.282   0.157   2.440  14.367
2017 191 41430   4208830.043   2334850.519   4171267.368     11.501   2.282   0.157   2.440  14.373
2017 191 41460   4208830.043   2334850.519   4171267.368     11.522   2.282   0.158   2.440  14.380
2017 191 41490   4208830.043   2334850.519   4171267.368     11.483   2.282   0.158   2.440  14.387
2017 191 41520   4208830.043   2334850.519   4171267.368     11.473   2.282   0.158   2.440  14.393
2017 191 41550   4208830.043   2334850.519   4171267.368     11.383   2.282   0.158   2.440  14.397
2017 191 41580   4208830.043   2334850.519   4171267.368     11.452   2.282   0.158   2.440  14.402
2017 191 41610   4208830.043   2334850.519   4171267.368     11.710   2.282   0.158   2.440  14.405
2017 191 41640   4208830.043   2334850.519   4171267.368     11.722   2.282   0.158   2.440  14.407
2017 191 41670   4208830.043   2334850.520   4171267.368     11.537   2.282   0.158   2.441  14.410
2017 191 41700   4208830.043   2334850.520   4171267.368     11.389   2.282   0.158   2.441  14.411
2017 191 41730   4208830.043   2334850.520   4171267.368     11.484   2.282   0.158   2.441  14.409
2017 191 41760   4208830.043   2334850.520   4171267.368     11.480   2.282   0.158   2.441  14.413
2017 191 41790   4208830.043   2334850.520   4171267.368     11.468   2.282   0.158   2.441  14.415
2017 191 41820   4208830.043   2334850.520   4171267.368     11.840   2.282   0.158   2.441  14.418
2017 191 41850   4208830.043   2334850.520   4171267.368     11.974   2.282   0.158   2.440  14.420
2017 191 41880   4208830.043   2334850.520   4171267.368     12.101   2.282   0.157   2.440  14.424
2017 191 41910   4208830.043   2334850.520   4171267.368     12.045   2.282   0.158   2.440  14.427
2017 191 41940   4208830.043   2334850.520   4171267.368     11.902   2.282   0.158   2.441  14.428
2017 191 41970   4208830.043   2334850.520   4171267.368     11.866   2.282   0.159   2.441  14.427
2017 191 42000   4208830.043   2334850.520   4171267.368     11.632   2.282   0.160   2.442  14.428
2017 191 42030   4208830.043   2334850.520   4171267.368     11.411   2.282   0.160   2.443  14.430
2017 191 42060   4208830.043   2334850.520   4171267.368     11.338   2.282   0.160   2.443  14.434
2017 191 42090   4208830.043   2334850.520   4171267.368     11.441   2.282   0.160   2.443  14.439
2017 191 42120   4208830.043   2334850.520   4171267.368     11.479   2.282   0.160   2.443  14.446
2017 191 42150   4208830.043   2334850.520   4171267.368     11.258   2.282   0.160   2.443  14.451
2017 191 42180   4208830.043   2334850.520   4171267.368     11.537   2.282   0.160   2.443  14.451
2017 191 42210   4208830.043   2334850.521   4171267.368     11.264   2.282   0.161   2.443  14.449
2017 191 42240   4208830.043   2334850.521   4171267.368     11.127   2.282   0.161   2.443  14.448
2017 191 42270   4208830.043   2334850.521   4171267.368     11.082   2.282   0.161   2.443  14.449
2017 191 42300   4208830.043   2334850.521   4171267.368     10.797   2.282   0.161   2.443  14.451
2017 191 42330   4208830.042   2334850.521   4171267.368     10.780   2.282   0.161   2.444  14.455
2017 191 42360   4208830.042   2334850.521   4171267.368     10.982   2.282   0.161   2.444  14.457
2017 191 42390   4208830.042   2334850.521   4171267.368     10.791   2.282   0.161   2.444  14.459
2017 191 42420   4208830.042   2334850.521   4171267.368     11.203   2.282   0.161   2.444  14.460
2017 191 42450   4208830.042   2334850.521   4171267.368     10.891   2.282   0.161   2.444  14.462
2017 191 42480   4208830.042   2334850.521   4171267.368     11.189   2.282   0.161   2.444  14.465
2017 191 42510   4208830.042   2334850.521   4171267.368     11.382   2.282   0.161   2.444  14.466
2017 191 42540   4208830.042   2334850.521   4171267.368     11.385   2.282   0.161   2.444  14.469
2017 191 42570   4208830.042   2334850.521   4171267.368     11.306   2.282   0.162   2.444  14.474
2017 191 42600   4208830.042   2334850.521   4171267.368     11.420   2.282   0.162   2.444  14.478
2017 191 42630   4208830.042   2334850.522   4171267.368     11.432   2.282   0.162   2.444  14.480
2017 191 42660   4208830.042   2334850.522   4171267.368     11.217   2.282   0.161   2.444  14.485
2017 191 42690   4208830.042   2334850.521   4171267.368     11.494   2.282   0.161   2.444  14.490
2017 191 42720   4208830.042   2334850.522   4171267.368     11.495   2.282   0.161   2.444  14.495
2017 191 42750   4208830.042   2334850.522   4171267.368     11.370   2.282   0.161   2.443  14.499
2017 191 42780   4208830.042   2334850.522   4171267.368     11.234   2.282   0.161   2.443  14.503
2017 191 42810   4208830.042   2334850.522   4171267.368     11.200   2.282   0.161   2.443  14.507
2017 191 42840   4208830.042   2334850.522   4171267.368     11.411   2.282   0.161   2.443  14.512
2017 191 42870   4208830.042   2334850.522   4171267.368     10.905   2.282   0.161   2.443  14.515
2017 191 42900   4208830.042   2334850.522   4171267.368     10.618   2.282   0.161   2.443  14.518
2017 191 42930   4208830.042   2334850.522   4171267.368     10.425   2.282   0.161   2.443  14.522
2017 191 42960   4208830.042   2334850.522   4171267.368     10.288   2.282   0.160   2.443  14.525
2017 191 42990   4208830.042   2334850.522   4171267.368     10.414   2.282   0.160   2.443  14.528
2017 191 43020   4208830.042   2334850.522   4171267.368     10.815   2.282   0.160   2.443  14.532
2017 191 43050   4208830.042   2334850.522   4171267.368     10.965   2.282   0.160   2.443  14.534
2017 191 43080   4208830.042   2334850.522   4171267.368     11.406   2.282   0.161   2.443  14.536
2017 191 43110   4208830.042   2334850.522   4171267.368     11.187   2.282   0.161   2.443  14.536
2017 191 43140   4208830.042   2334850.522   4171267.368     11.264   2.282   0.161   2.443  14.539
2017 191 43170   4208830.042   2334850.522   4171267.368     11.284   2.282   0.160   2.443  14.542
2017 191 43200   4208830.042   2334850.522   4171267.368     11.211   2.282   0.160   2.442  14.546
2017 191 43230   4208830.042   2334850.522   4171267.368     11.437   2.282   0.160   2.442  14.551
2017 191 43260   4208830.042   2334850.522   4171267.368     11.695   2.282   0.159   2.442  14.557
2017 191 43290   4208830.043   2334850.522   4171267.368     12.354   2.282   0.159   2.442  14.562
2017 191 43320   4208830.042   2334850.523   4171267.368     12.277   2.282   0.159   2.442  14.570
2017 191 43350   4208830.042   2334850.523   4171267.368     10.634   2.282   0.159   2.442  14.578
2017 191 43380   4208830.043   2334850.523   4171267.368     10.765   2.282   0.159   2.441  14.583
2017 191 43410   4208830.042   2334850.523   4171267.368     10.697   2.282   0.159   2.442  14.586
2017 191 43440   4208830.042   2334850.523   4171267.368     10.552   2.282   0.159   2.442  14.588
2017 191 43470   4208830.042   2334850.523   4171267.368     10.544   2.282   0.160   2.442  14.593
2017 191 43500   4208830.042   2334850.523   4171267.368     10.710   2.282   0.160   2.442  14.596
2017 191 43530   4208830.042   2334850.523   4171267.368     10.509   2.282   0.160   2.442  14.599
2017 191 43560   4208830.042   2334850.523   4171267.368     10.292   2.282   0.160   2.442  14.602
2017 191 43590   4208830.042   2334850.523   4171267.368     10.464   2.282   0.160   2.442  14.604
2017 191 43620   4208830.042   2334850.523   4171267.368     10.547   2.282   0.160   2.442  14.605
2017 191 43650   4208830.042   2334850.523   4171267.368     11.033   2.282   0.160   2.443  14.612
2017 191 43680   4208830.042   2334850.524   4171267.368     10.887   2.282   0.160   2.442  14.617
2017 191 43710   4208830.042   2334850.524   4171267.368     10.642   2.282   0.160   2.443  14.624
2017 191 43740   4208830.042   2334850.524   4171267.368     10.586   2.282   0.160   2.443  14.631
2017 191 43770   4208830.042   2334850.524   4171267.368     10.498   2.282   0.160   2.443  14.637
2017 191 43800   4208830.042   2334850.524   4171267.368     10.618   2.282   0.160   2.443  14.643
2017 191 43830   4208830.042   2334850.524   4171267.368     10.509   2.282   0.160   2.443  14.650
2017 191 43860   4208830.042   2334850.524   4171267.368     10.444   2.282   0.160   2.442  14.652
2017 191 43890   4208830.042   2334850.524   4171267.368     10.931   2.282   0.160   2.442  14.657
2017 191 43920   4208830.042   2334850.524   4171267.368     10.617   2.282   0.160   2.442  14.661
2017 191 43950   4208830.042   2334850.524   4171267.368     10.625   2.282   0.160   2.442  14.663
2017 191 43980   4208830.042   2334850.524   4171267.368     10.805   2.282   0.160   2.442  14.663
2017 191 44010   4208830.042   2334850.524   4171267.368     10.690   2.282   0.160   2.442  14.669
2017 191 44040   4208830.042   2334850.524   4171267.368     10.776   2.282   0.160   2.442  14.676
2017 191 44070   4208830.042   2334850.524   4171267.368     11.087   2.282   0.160   2.442  14.683
2017 191 44100   4208830.042   2334850.524   4171267.368     10.746   2.282   0.160   2.442  14.679
2017 191 44130   4208830.042   2334850.524   4171267.368     10.629   2.282   0.160   2.442  14.676
2017 191 44160   4208830.042   2334850.524   4171267.368     10.762   2.282   0.160   2.442  14.672
2017 191 44190   4208830.042   2334850.524   4171267.368     10.702   2.282   0.160   2.442  14.680
2017 191 44220   4208830.042   2334850.524   4171267.368     10.488   2.282   0.160   2.442  14.678
2017 191 44250   4208830.042   2334850.524   4171267.368     10.393   2.282   0.160   2.442  14.683
2017 191 44280   4208830.042   2334850.525   4171267.368     10.729   2.282   0.160   2.442  14.690
2017 191 44310   4208830.042   2334850.525   4171267.368     10.502   2.282   0.160   2.442  14.692
2017 191 44340   4208830.042   2334850.525   4171267.368     10.902   2.282   0.160   2.442  14.693
2017 191 44370   4208830.042   2334850.525   4171267.368     10.877   2.282   0.160   2.442  14.695
2017 191 44400   4208830.042   2334850.525   4171267.368     11.049   2.282   0.160   2.443  14.695
2017 191 44430   4208830.042   2334850.525   4171267.368     11.069   2.282   0.161   2.443  14.699
2017 191 44460   4208830.042   2334850.525   4171267.368     11.009   2.282   0.161   2.444  14.701
2017 191 44490   4208830.042   2334850.525   4171267.368     10.896   2.282   0.162   2.444  14.707
2017 191 44520   4208830.042   2334850.525   4171267.368     10.866   2.282   0.162   2.445  14.713
2017 191 44550   4208830.041   2334850.525   4171267.368     10.696   2.282   0.163   2.445  14.719
2017 191 44580   4208830.041   2334850.525   4171267.368     10.729   2.282   0.163   2.446  14.725
2017 191 44610   4208830.041   2334850.525   4171267.368     10.719   2.282   0.164   2.446  14.733
2017 191 44640   4208830.041   2334850.525   4171267.368     10.488   2.282   0.164   2.446  14.736
2017 191 44670   4208830.041   2334850.525   4171267.368     10.546   2.282   0.164   2.447  14.738
2017 191 44700   4208830.041   2334850.525   4171267.368     10.242   2.282   0.164   2.447  14.741
2017 191 44730   4208830.041   2334850.525   4171267.368     10.482   2.282   0.165   2.447  14.743
2017 191 44760   4208830.041   2334850.525   4171267.368     10.500   2.282   0.165   2.447  14.744
2017 191 44790   4208830.041   2334850.525   4171267.368     10.229   2.282   0.164   2.447  14.741
2017 191 44820   4208830.041   2334850.525   4171267.368     10.072   2.282   0.164   2.447  14.738
2017 191 44850   4208830.041   2334850.525   4171267.367     10.208   2.282   0.164   2.446  14.735
2017 191 44880   4208830.041   2334850.525   4171267.367     10.369   2.282   0.163   2.446  14.733
2017 191 44910   4208830.041   2334850.525   4171267.367     10.362   2.282   0.163   2.446  14.737
2017 191 44940   4208830.041   2334850.525   4171267.367     10.695   2.282   0.163   2.446  14.743
2017 191 44970   4208830.041   2334850.525   4171267.367     10.544   2.282   0.163   2.445  14.751
2017 191 45000   4208830.041   2334850.525   4171267.367     10.613   2.282   0.164   2.446  14.757
2017 191 45030   4208830.041   2334850.525   4171267.367     11.600   2.282   0.164   2.447  14.763
2017 191 45060   4208830.041   2334850.525   4171267.367     11.568   2.282   0.164   2.446  14.773
2017 191 45090   4208830.041   2334850.525   4171267.367     11.293   2.282   0.164   2.446  14.782
2017 191 45120   4208830.041   2334850.525   4171267.367     11.255   2.282   0.164   2.446  14.789
2017 191 45150   4208830.041   2334850.525   4171267.367     10.747   2.282   0.164   2.446  14.794
2017 191 45180   4208830.041   2334850.525   4171267.367     10.710   2.282   0.164   2.446  14.798
2017 191 45210   4208830.041   2334850.525   4171267.367     10.747   2.282   0.163   2.446  14.801
2017 191 45240   4208830.041   2334850.525   4171267.367     10.830   2.282   0.163   2.446  14.797
2017 191 45270   4208830.041   2334850.525   4171267.367     11.043   2.282   0.163   2.446  14.800
2017 191 45300   4208830.041   2334850.525   4171267.367     12.009   2.282   0.163   2.446  14.803
2017 191 45330   4208830.041   2334850.525   4171267.367     11.643   2.282   0.163   2.446  14.797
2017 191 45360   4208830.041   2334850.525   4171267.367     11.206   2.282   0.164   2.446  14.799
2017 191 45390   4208830.041   2334850.525   4171267.367     11.232   2.282   0.164   2.446  14.802
2017 191 45420   4208830.041   2334850.526   4171267.367     11.230   2.282   0.164   2.447  14.807
2017 191 45450   4208830.041   2334850.526   4171267.367     11.203   2.282   0.164   2.447  14.810
2017 191 45480   4208830.041   2334850.526   4171267.367     11.272   2.282   0.165   2.448  14.814
2017 191 45510   4208830.041   2334850.526   4171267.367     11.049   2.282   0.165   2.448  14.817
2017 191 45540   4208830.040   2334850.526   4171267.367     10.922   2.282   0.166   2.448  14.822
2017 191 45570   4208830.040   2334850.526   4171267.367     10.834   2.282   0.166   2.449  14.827
2017 191 45600   4208830.040   2334850.526   4171267.367     10.830   2.282   0.166   2.449  14.831
2017 191 45630   4208830.040   2334850.526   4171267.367     10.974   2.282   0.167   2.449  14.836
2017 191 45660   4208830.040   2334850.526   4171267.367     11.292   2.282   0.167   2.449  14.842
2017 191 45690   4208830.040   2334850.526   4171267.367     11.178   2.282   0.166   2.449  14.844
2017 191 45720   4208830.040   2334850.526   4171267.367     11.156   2.282   0.166   2.448  14.845
2017 191 45750   4208830.040   2334850.526   4171267.367     10.828   2.282   0.166   2.448  14.850
2017 191 45780   4208830.040   2334850.526   4171267.367     10.863   2.282   0.166   2.448  14.855
2017 191 45810   4208830.040   2334850.526   4171267.367     11.023   2.282   0.166   2.448  14.859
2017 191 45840   4208830.040   2334850.526   4171267.367     11.133   2.282   0.166   2.448  14.863
2017 191 45870   4208830.040   2334850.526   4171267.367     11.307   2.282   0.166   2.448  14.864
2017 191 45900   4208830.040   2334850.526   4171267.367     11.218   2.282   0.166   2.448  14.867
2017 191 45930   4208830.040   2334850.526   4171267.367     11.106   2.282   0.166   2.448  14.869
2017 191 45960   4208830.040   2334850.526   4171267.367     10.876   2.282   0.166   2.448  14.873
2017 191 45990   4208830.040   2334850.527   4171267.366     10.974   2.282   0.165   2.448  14.875
2017 191 46020   4208830.039   2334850.527   4171267.366     11.262   2.282   0.165   2.447  14.875
2017 191 46050   4208830.039   2334850.527   4171267.366     10.855   2.282   0.164   2.447  14.875
2017 191 46080   4208830.039   2334850.527   4171267.366     10.808   2.282   0.164   2.447  14.878
2017 191 46110   4208830.039   2334850.527   4171267.366     10.864   2.282   0.163   2.446  14.876
2017 191 46140   4208830.039   2334850.527   4171267.366     11.196   2.282   0.162   2.445  14.876
2017 191 46170   4208830.039   2334850.527   4171267.366     11.130   2.282   0.162   2.444  14.878
2017 191 46200   4208830.039   2334850.527   4171267.367     10.907   2.282   0.161   2.444  14.880
2017 191 46230   4208830.039   2334850.527   4171267.366     10.837   2.282   0.161   2.443  14.879
2017 191 46260   4208830.039   2334850.527   4171267.366     10.579   2.282   0.161   2.443  14.879
2017 191 46290   4208830.039   2334850.527   4171267.366     10.906   2.282   0.161   2.443  14.881
2017 191 46320   4208830.039   2334850.527   4171267.366     10.649   2.282   0.161   2.443  14.884
2017 191 46350   4208830.039   2334850.527   4171267.367     10.914   2.282   0.160   2.443  14.889
2017 191 46380   4208830.039   2334850.527   4171267.367     10.867   2.282   0.160   2.443  14.892
2017 191 46410   4208830.039   2334850.527   4171267.367     10.879   2.282   0.160   2.443  14.894
2017 191 46440   4208830.039   2334850.527   4171267.367     10.709   2.282   0.160   2.443  14.896
2017 191 46470   4208830.039   2334850.527   4171267.367     11.038   2.282   0.160   2.442  14.899
2017 191 46500   4208830.039   2334850.527   4171267.367     11.220   2.282   0.160   2.442  14.901
2017 191 46530   4208830.039   2334850.527   4171267.367     11.047   2.282   0.160   2.442  14.902
2017 191 46560   4208830.039   2334850.527   4171267.367     11.047   2.282   0.159   2.442  14.904
2017 191 46590   4208830.039   2334850.527   4171267.367     10.922   2.282   0.159   2.441  14.905
2017 191 46620   4208830.039   2334850.528   4171267.367     11.263   2.282   0.159   2.441  14.909
2017 191 46650   4208830.039   2334850.528   4171267.367     11.189   2.282   0.158   2.441  14.913
2017 191 46680   4208830.039   2334850.528   4171267.367     10.994   2.282   0.158   2.440  14.919
2017 191 46710   4208830.039   2334850.528   4171267.367     11.076   2.282   0.157   2.440  14.921
2017 191 46740   4208830.039   2334850.528   4171267.367     11.102   2.282   0.157   2.439  14.930
2017 191 46770   4208830.039   2334850.528   4171267.367     11.305   2.282   0.157   2.439  14.938
2017 191 46800   4208830.039   2334850.528   4171267.367     10.875   2.282   0.157   2.439  14.940
2017 191 46830   4208830.039   2334850.528   4171267.367     10.788   2.282   0.157   2.439  14.949
2017 191 46860   4208830.039   2334850.528   4171267.367     10.754   2.282   0.157   2.439  14.959
2017 191 46890   4208830.039   2334850.528   4171267.367     10.817   2.282   0.157   2.439  14.967
2017 191 46920   4208830.039   2334850.528   4171267.367     10.806   2.282   0.156   2.439  14.972
2017 191 46950   4208830.039   2334850.528   4171267.367     10.824   2.282   0.156   2.438  14.975
2017 191 46980   4208830.039   2334850.528   4171267.367     10.682   2.282   0.157   2.439  14.973
2017 191 47010   4208830.039   2334850.528   4171267.367     10.523   2.282   0.157   2.440  14.969
2017 191 47040   4208830.039   2334850.528   4171267.367     10.840   2.282   0.158   2.440  14.969
2017 191 47070   4208830.039   2334850.528   4171267.367     10.800   2.282   0.157   2.440  14.969
2017 191 47100   4208830.039   2334850.528   4171267.367     10.612   2.282   0.157   2.440  14.972
2017 191 47130   4208830.039   2334850.528   4171267.367     10.563   2.282   0.157   2.440  14.973
2017 191 47160   4208830.039   2334850.529   4171267.367     10.738   2.282   0.157   2.439  14.977
2017 191 47190   4208830.040   2334850.529   4171267.367     10.590   2.282   0.156   2.439  14.982
2017 191 47220   4208830.040   2334850.529   4171267.367     10.632   2.282   0.156   2.439  14.986
2017 191 47250   4208830.040   2334850.529   4171267.367     10.899   2.282   0.156   2.439  14.990
2017 191 47280   4208830.040   2334850.529   4171267.368     11.026   2.282   0.156   2.439  14.993
2017 191 47310   4208830.040   2334850.529   4171267.368     10.690   2.282   0.156   2.439  14.996
2017 191 47340   4208830.040   2334850.529   4171267.368     10.273   2.282   0.156   2.439  14.998
2017 191 47370   4208830.040   2334850.529   4171267.368     10.054   2.282   0.156   2.438  14.999
2017 191 47400   4208830.040   2334850.529   4171267.368     10.291   2.282   0.156   2.438  15.000
2017 191 47430   4208830.040   2334850.529   4171267.368     10.744   2.282   0.156   2.438  15.000
2017 191 47460   4208830.039   2334850.529   4171267.367     11.505   2.282   0.156   2.438  15.002
2017 191 47490   4208830.040   2334850.529   4171267.368     11.538   2.282   0.156   2.438  15.000
2017 191 47520   4208830.040   2334850.529   4171267.367     11.467   2.282   0.156   2.438  15.005
2017 191 47550   4208830.039   2334850.529   4171267.367     11.472   2.282   0.156   2.438  15.010
2017 191 47580   4208830.039   2334850.529   4171267.367     11.450   2.282   0.156   2.438  15.014
2017 191 47610   4208830.039   2334850.529   4171267.367     10.562   2.282   0.156   2.438  15.016
2017 191 47640   4208830.039   2334850.529   4171267.367     10.218   2.282   0.156   2.438  15.019
2017 191 47670   4208830.039   2334850.529   4171267.367     10.091   2.282   0.156   2.438  15.024
2017 191 47700   4208830.039   2334850.529   4171267.367     10.457   2.282   0.156   2.438  15.026
2017 191 47730   4208830.040   2334850.529   4171267.367     10.396   2.282   0.156   2.438  15.030
2017 191 47760   4208830.040   2334850.529   4171267.368     10.272   2.282   0.156   2.438  15.033
2017 191 47790   4208830.040   2334850.529   4171267.368     10.607   2.282   0.156   2.438  15.038
2017 191 47820   4208830.040   2334850.529   4171267.368     10.891   2.282   0.156   2.438  15.044
2017 191 47850   4208830.040   2334850.529   4171267.367     10.881   2.282   0.156   2.438  15.050
2017 191 47880   4208830.040   2334850.529   4171267.367     10.922   2.282   0.156   2.438  15.057
2017 191 47910   4208830.040   2334850.529   4171267.367     10.795   2.282   0.156   2.438  15.062
2017 191 47940   4208830.040   2334850.529   4171267.367     11.261   2.282   0.156   2.438  15.062
2017 191 47970   4208830.040   2334850.529   4171267.367     11.458   2.282   0.156   2.438  15.060
2017 191 48000   4208830.040   2334850.529   4171267.367     11.362   2.282   0.156   2.438  15.058
2017 191 48030   4208830.040   2334850.529   4171267.367     11.593   2.282   0.156   2.438  15.057
2017 191 48060   4208830.040   2334850.529   4171267.367     11.356   2.282   0.156   2.438  15.062
2017 191 48090   4208830.040   2334850.529   4171267.367     10.923   2.282   0.156   2.438  15.069
2017 191 48120   4208830.040   2334850.529   4171267.367     11.038   2.282   0.156   2.438  15.075
2017 191 48150   4208830.040   2334850.529   4171267.367     10.747   2.282   0.156   2.438  15.080
2017 191 48180   4208830.040   2334850.529   4171267.367     10.919   2.282   0.156   2.438  15.085
2017 191 48210   4208830.040   2334850.529   4171267.367     10.424   2.282   0.156   2.438  15.090
2017 191 48240   4208830.040   2334850.529   4171267.367     10.706   2.282   0.156   2.438  15.095
2017 191 48270   4208830.040   2334850.529   4171267.367     10.543   2.282   0.156   2.438  15.094
2017 191 48300   4208830.040   2334850.529   4171267.368     10.800   2.282   0.156   2.438  15.093
2017 191 48330   4208830.040   2334850.528   4171267.368     11.071   2.282   0.156   2.439  15.093
2017 191 48360   4208830.040   2334850.528   4171267.368     11.975   2.282   0.156   2.439  15.101
2017 191 48390   4208830.040   2334850.528   4171267.368     11.816   2.282   0.156   2.439  15.108
2017 191 48420   4208830.040   2334850.528   4171267.368     11.557   2.282   0.156   2.439  15.114
2017 191 48450   4208830.040   2334850.528   4171267.368     12.034   2.282   0.156   2.439  15.122
2017 191 48480   4208830.040   2334850.528   4171267.368     12.169   2.282   0.156   2.439  15.130
2017 191 48510   4208830.040   2334850.529   4171267.368     12.151   2.282   0.156   2.439  15.137
2017 191 48540   4208830.040   2334850.529   4171267.368     12.308   2.282   0.156   2.439  15.144
2017 191 48570   4208830.040   2334850.529   4171267.368     12.130   2.282   0.156   2.439  15.144
2017 191 48600   4208830.040   2334850.529   4171267.368     12.167   2.282   0.156   2.439  15.144
2017 191 48630   4208830.040   2334850.528   4171267.368     12.127   2.282   0.156   2.439  15.149
2017 191 48660   4208830.040   2334850.528   4171267.368     12.293   2.282   0.156   2.439  15.153
2017 191 48690   4208830.040   2334850.528   4171267.367     11.439   2.282   0.156   2.438  15.156
2017 191 48720   4208830.040   2334850.528   4171267.367     11.735   2.282   0.156   2.439  15.158
2017 191 48750   4208830.040   2334850.528   4171267.368     11.366   2.282   0.156   2.439  15.157
2017 191 48780   4208830.040   2334850.528   4171267.367     11.328   2.282   0.156   2.439  15.161
2017 191 48810   4208830.040   2334850.528   4171267.367     11.578   2.282   0.156   2.439  15.168
2017 191 48840   4208830.040   2334850.528   4171267.367     11.762   2.282   0.156   2.439  15.173
2017 191 48870   4208830.040   2334850.528   4171267.367     11.875   2.282   0.156   2.439  15.180
2017 191 48900   4208830.040   2334850.528   4171267.368     11.706   2.282   0.157   2.439  15.177
2017 191 48930   4208830.040   2334850.528   4171267.368     11.446   2.282   0.157   2.439  15.177
2017 191 48960   4208830.040   2334850.528   4171267.368     11.680   2.282   0.157   2.440  15.176
2017 191 48990   4208830.040   2334850.528   4171267.368     11.579   2.282   0.157   2.440  15.175
2017 191 49020   4208830.040   2334850.528   4171267.368     11.710   2.282   0.157   2.440  15.177
2017 191 49050   4208830.040   2334850.528   4171267.368     11.407   2.282   0.158   2.440  15.179
2017 191 49080   4208830.041   2334850.528   4171267.368     11.466   2.282   0.158   2.440  15.182
2017 191 49110   4208830.041   2334850.528   4171267.368     11.227   2.282   0.158   2.440  15.184
2017 191 49140   4208830.041   2334850.528   4171267.368     11.418   2.282   0.158   2.440  15.187
2017 191 49170   4208830.041   2334850.528   4171267.368     11.175   2.282   0.158   2.440  15.190
2017 191 49200   4208830.041   2334850.528   4171267.368     11.064   2.282   0.158   2.440  15.198
2017 191 49230   4208830.041   2334850.528   4171267.368     11.468   2.282   0.158   2.440  15.202
2017 191 49260   4208830.041   2334850.528   4171267.368     11.274   2.282   0.158   2.440  15.211
2017 191 49290   4208830.041   2334850.529   4171267.368     11.288   2.282   0.158   2.440  15.219
2017 191 49320   4208830.040   2334850.529   4171267.368     11.445   2.282   0.157   2.440  15.227
2017 191 49350   4208830.040   2334850.529   4171267.368     11.356   2.282   0.157   2.440  15.235
2017 191 49380   4208830.040   2334850.529   4171267.368     11.331   2.282   0.157   2.440  15.242
2017 191 49410   4208830.041   2334850.529   4171267.368     11.577   2.282   0.158   2.440  15.248
2017 191 49440   4208830.041   2334850.529   4171267.368     11.592   2.282   0.158   2.440  15.254
2017 191 49470   4208830.041   2334850.529   4171267.368     11.280   2.282   0.157   2.440  15.261
2017 191 49500   4208830.040   2334850.529   4171267.368     11.662   2.282   0.157   2.440  15.266
2017 191 49530   4208830.040   2334850.529   4171267.368     11.528   2.282   0.157   2.439  15.269
2017 191 49560   4208830.040   2334850.529   4171267.368     11.539   2.282   0.157   2.439  15.273
2017 191 49590   4208830.040   2334850.529   4171267.368     11.505   2.282   0.157   2.439  15.277
2017 191 49620   4208830.040   2334850.529   4171267.368     11.367   2.282   0.157   2.439  15.285
2017 191 49650   4208830.040   2334850.529   4171267.368     11.468   2.282   0.157   2.439  15.294
2017 191 49680   4208830.040   2334850.529   4171267.368     11.709   2.282   0.156   2.439  15.300
