Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDE)
2017 191 72240   4208830.042   2334850.534   4171267.366      5.891   2.282   0.128   2.411  14.098
2017 191 72270   4208830.042   2334850.534   4171267.366      6.141   2.282   0.128   2.411  14.095
2017 191 72300   4208830.042   2334850.534   4171267.366      6.186   2.282   0.128   2.411  14.087
2017 191 72330   4208830.042   2334850.534   4171267.365      6.162   2.282   0.128   2.410  14.080
2017 191 72360   4208830.042   2334850.534   4171267.365      6.053   2.282   0.128   2.410  14.073
2017 191 72390   4208830.042   2334850.534   4171267.365      6.171   2.282   0.128   2.410  14.062
2017 191 72420   4208830.041   2334850.534   4171267.365      6.240   2.282   0.127   2.410  14.054
2017 191 72450   4208830.041   2334850.534   4171267.365      6.068   2.282   0.127   2.410  14.047
2017 191 72480   4208830.041   2334850.533   4171267.365      5.894   2.282   0.127   2.410  14.038
2017 191 72510   4208830.041   2334850.533   4171267.365      5.795   2.282   0.127   2.410  14.030
2017 191 72540   4208830.041   2334850.533   4171267.365      5.935   2.282   0.127   2.410  14.020
2017 191 72570   4208830.041   2334850.533   4171267.365      6.011   2.282   0.127   2.410  14.013
2017 191 72600   4208830.041   2334850.533   4171267.365      5.681   2.282   0.127   2.410  14.010
2017 191 72630   4208830.041   2334850.533   4171267.365      5.784   2.282   0.127   2.410  14.004
2017 191 72660   4208830.041   2334850.533   4171267.365      6.080   2.282   0.127   2.410  13.996
2017 191 72690   4208830.041   2334850.533   4171267.365      5.776   2.282   0.127   2.410  13.993
2017 191 72720   4208830.041   2334850.533   4171267.365      6.209   2.282   0.127   2.409  13.987
2017 191 72750   4208830.041   2334850.533   4171267.365      5.922   2.282   0.127   2.409  13.977
2017 191 72780   4208830.041   2334850.533   4171267.365      5.844   2.282   0.127   2.409  13.969
2017 191 72810   4208830.041   2334850.533   4171267.365      5.832   2.282   0.127   2.409  13.962
2017 191 72840   4208830.041   2334850.533   4171267.365      6.113   2.282   0.126   2.409  13.953
2017 191 72870   4208830.041   2334850.533   4171267.365      6.378   2.282   0.126   2.409  13.945
2017 191 72900   4208830.041   2334850.533   4171267.365      6.375   2.282   0.126   2.409  13.935
2017 191 72930   4208830.041   2334850.533   4171267.365      6.373   2.282   0.126   2.408  13.923
2017 191 72960   4208830.041   2334850.533   4171267.365      6.157   2.282   0.126   2.408  13.913
2017 191 72990   4208830.041   2334850.533   4171267.365      6.110   2.282   0.126   2.408  13.903
2017 191 73020   4208830.041   2334850.533   4171267.365      5.351   2.282   0.125   2.408  13.894
2017 191 73050   4208830.041   2334850.533   4171267.365      5.160   2.282   0.125   2.408  13.886
2017 191 73080   4208830.041   2334850.533   4171267.365      5.101   2.282   0.125   2.408  13.880
2017 191 73110   4208830.041   2334850.533   4171267.365      5.196   2.282   0.125   2.407  13.873
2017 191 73140   4208830.041   2334850.533   4171267.365      5.165   2.282   0.125   2.407  13.863
2017 191 73170   4208830.041   2334850.533   4171267.365      4.992   2.282   0.125   2.407  13.856
2017 191 73200   4208830.041   2334850.533   4171267.365      5.038   2.282   0.125   2.407  13.847
2017 191 73230   4208830.041   2334850.533   4171267.365      4.726   2.282   0.125   2.407  13.840
2017 191 73260   4208830.041   2334850.533   4171267.365      4.876   2.282   0.125   2.407  13.833
2017 191 73290   4208830.041   2334850.533   4171267.365      5.063   2.282   0.125   2.408  13.830
2017 191 73320   4208830.041   2334850.533   4171267.365      5.520   2.282   0.125   2.408  13.818
2017 191 73350   4208830.041   2334850.533   4171267.365      5.421   2.282   0.125   2.408  13.807
2017 191 73380   4208830.041   2334850.533   4171267.365      5.542   2.282   0.125   2.408  13.801
2017 191 73410   4208830.041   2334850.533   4171267.364      5.316   2.282   0.125   2.408  13.791
2017 191 73440   4208830.041   2334850.533   4171267.364      5.462   2.282   0.125   2.408  13.780
2017 191 73470   4208830.041   2334850.533   4171267.364      5.283   2.282   0.125   2.408  13.770
2017 191 73500   4208830.041   2334850.532   4171267.364      5.327   2.282   0.125   2.408  13.761
2017 191 73530   4208830.041   2334850.532   4171267.364      5.468   2.282   0.126   2.408  13.755
2017 191 73560   4208830.041   2334850.532   4171267.364      5.004   2.282   0.126   2.408  13.746
2017 191 73590   4208830.041   2334850.532   4171267.364      4.944   2.282   0.126   2.408  13.741
2017 191 73620   4208830.041   2334850.532   4171267.364      4.875   2.282   0.126   2.408  13.731
2017 191 73650   4208830.041   2334850.532   4171267.364      4.889   2.282   0.126   2.409  13.725
2017 191 73680   4208830.041   2334850.532   4171267.364      4.762   2.282   0.126   2.409  13.720
2017 191 73710   4208830.041   2334850.532   4171267.364      4.888   2.282   0.127   2.409  13.718
2017 191 73740   4208830.041   2334850.532   4171267.364      5.069   2.282   0.127   2.410  13.714
2017 191 73770   4208830.041   2334850.532   4171267.364      5.289   2.282   0.127   2.409  13.701
2017 191 73800   4208830.041   2334850.532   4171267.364      5.318   2.282   0.127   2.409  13.690
2017 191 73830   4208830.041   2334850.532   4171267.364      5.406   2.282   0.126   2.409  13.682
2017 191 73860   4208830.041   2334850.532   4171267.364      5.910   2.282   0.126   2.409  13.674
2017 191 73890   4208830.041   2334850.532   4171267.364      5.675   2.282   0.127   2.409  13.666
2017 191 73920   4208830.041   2334850.532   4171267.364      5.843   2.282   0.127   2.409  13.659
2017 191 73950   4208830.041   2334850.532   4171267.364      5.709   2.282   0.126   2.408  13.650
2017 191 73980   4208830.041   2334850.532   4171267.364      5.868   2.282   0.126   2.408  13.638
2017 191 74010   4208830.041   2334850.532   4171267.364      5.890   2.282   0.125   2.408  13.625
2017 191 74040   4208830.041   2334850.532   4171267.364      5.810   2.282   0.125   2.407  13.614
2017 191 74070   4208830.041   2334850.532   4171267.364      5.733   2.282   0.125   2.407  13.601
2017 191 74100   4208830.041   2334850.532   4171267.364      5.931   2.282   0.124   2.407  13.590
2017 191 74130   4208830.041   2334850.532   4171267.364      5.778   2.282   0.124   2.406  13.579
2017 191 74160   4208830.041   2334850.532   4171267.364      5.799   2.282   0.124   2.406  13.568
2017 191 74190   4208830.041   2334850.532   4171267.364      5.728   2.282   0.123   2.406  13.560
2017 191 74220   4208830.041   2334850.532   4171267.364      5.551   2.282   0.123   2.405  13.552
2017 191 74250   4208830.041   2334850.532   4171267.364      5.625   2.282   0.123   2.405  13.544
2017 191 74280   4208830.041   2334850.532   4171267.364      5.401   2.282   0.123   2.405  13.532
2017 191 74310   4208830.041   2334850.532   4171267.364      5.651   2.282   0.123   2.405  13.522
2017 191 74340   4208830.041   2334850.532   4171267.364      5.749   2.282   0.123   2.406  13.512
2017 191 74370   4208830.041   2334850.531   4171267.364      5.842   2.282   0.123   2.405  13.505
2017 191 74400   4208830.041   2334850.531   4171267.364      5.535   2.282   0.123   2.406  13.499
2017 191 74430   4208830.041   2334850.531   4171267.364      5.610   2.282   0.124   2.406  13.494
2017 191 74460   4208830.041   2334850.531   4171267.364      6.036   2.282   0.124   2.406  13.494
2017 191 74490   4208830.041   2334850.531   4171267.364      5.867   2.282   0.124   2.406  13.495
2017 191 74520   4208830.041   2334850.531   4171267.364      7.554   2.282   0.124   2.407  13.494
2017 191 74550   4208830.041   2334850.531   4171267.364      7.105   2.282   0.124   2.407  13.492
2017 191 74580   4208830.041   2334850.531   4171267.364      6.147   2.282   0.125   2.407  13.490
2017 191 74610   4208830.041   2334850.531   4171267.364      6.038   2.282   0.125   2.408  13.485
2017 191 74640   4208830.041   2334850.531   4171267.364      6.772   2.282   0.126   2.408  13.482
2017 191 74670   4208830.041   2334850.531   4171267.364      6.920   2.282   0.126   2.408  13.479
2017 191 74700   4208830.041   2334850.531   4171267.364      7.018   2.282   0.126   2.408  13.472
2017 191 74730   4208830.041   2334850.531   4171267.364      6.732   2.282   0.126   2.408  13.460
2017 191 74760   4208830.041   2334850.531   4171267.364      6.450   2.282   0.126   2.408  13.448
2017 191 74790   4208830.041   2334850.531   4171267.364      6.235   2.282   0.126   2.409  13.437
2017 191 74820   4208830.041   2334850.531   4171267.364      6.303   2.282   0.127   2.409  13.427
2017 191 74850   4208830.041   2334850.530   4171267.364      6.413   2.282   0.128   2.410  13.418
2017 191 74880   4208830.041   2334850.530   4171267.364      6.577   2.282   0.128   2.411  13.406
2017 191 74910   4208830.041   2334850.530   4171267.364      6.642   2.282   0.129   2.411  13.399
2017 191 74940   4208830.041   2334850.530   4171267.364      7.004   2.282   0.129   2.411  13.392
2017 191 74970   4208830.041   2334850.531   4171267.364      6.847   2.282   0.129   2.411  13.385
2017 191 75000   4208830.041   2334850.531   4171267.364      6.682   2.282   0.129   2.412  13.379
2017 191 75030   4208830.041   2334850.531   4171267.364      6.607   2.282   0.130   2.412  13.377
2017 191 75060   4208830.041   2334850.530   4171267.364      6.528   2.282   0.130   2.412  13.374
2017 191 75090   4208830.041   2334850.530   4171267.364      6.640   2.282   0.130   2.413  13.372
2017 191 75120   4208830.041   2334850.530   4171267.364      6.472   2.282   0.131   2.413  13.366
2017 191 75150   4208830.041   2334850.530   4171267.364      6.762   2.282   0.131   2.414  13.361
2017 191 75180   4208830.041   2334850.530   4171267.363      6.514   2.282   0.131   2.414  13.357
2017 191 75210   4208830.041   2334850.530   4171267.363      6.618   2.282   0.131   2.414  13.350
2017 191 75240   4208830.041   2334850.530   4171267.363      6.712   2.282   0.131   2.414  13.342
2017 191 75270   4208830.041   2334850.530   4171267.363      6.810   2.282   0.131   2.414  13.334
2017 191 75300   4208830.041   2334850.530   4171267.363      6.524   2.282   0.132   2.414  13.326
2017 191 75330   4208830.041   2334850.530   4171267.363      6.680   2.282   0.131   2.414  13.319
2017 191 75360   4208830.041   2334850.530   4171267.363      6.489   2.282   0.132   2.414  13.313
2017 191 75390   4208830.041   2334850.530   4171267.363      6.472   2.282   0.132   2.414  13.305
2017 191 75420   4208830.041   2334850.530   4171267.363      6.401   2.282   0.132   2.414  13.297
2017 191 75450   4208830.041   2334850.530   4171267.363      6.514   2.282   0.132   2.414  13.292
2017 191 75480   4208830.041   2334850.530   4171267.363      6.430   2.282   0.132   2.415  13.286
2017 191 75510   4208830.041   2334850.530   4171267.363      6.395   2.282   0.133   2.415  13.280
2017 191 75540   4208830.041   2334850.530   4171267.363      6.526   2.282   0.133   2.416  13.274
2017 191 75570   4208830.041   2334850.530   4171267.363      6.484   2.282   0.134   2.416  13.267
2017 191 75600   4208830.041   2334850.530   4171267.363      6.417   2.282   0.135   2.417  13.260
2017 191 75630   4208830.041   2334850.530   4171267.363      6.142   2.282   0.135   2.417  13.255
2017 191 75660   4208830.041   2334850.530   4171267.363      6.492   2.282   0.135   2.417  13.250
2017 191 75690   4208830.041   2334850.530   4171267.363      6.116   2.282   0.135   2.418  13.243
2017 191 75720   4208830.041   2334850.530   4171267.363      6.221   2.282   0.136   2.418  13.236
2017 191 75750   4208830.041   2334850.530   4171267.363      5.835   2.282   0.136   2.418  13.230
2017 191 75780   4208830.041   2334850.530   4171267.363      6.330   2.282   0.136   2.418  13.226
2017 191 75810   4208830.041   2334850.530   4171267.363      6.374   2.282   0.136   2.418  13.220
2017 191 75840   4208830.041   2334850.530   4171267.364      5.991   2.282   0.136   2.418  13.215
2017 191 75870   4208830.041   2334850.530   4171267.364      6.119   2.282   0.136   2.418  13.209
2017 191 75900   4208830.041   2334850.530   4171267.364      6.224   2.282   0.136   2.418  13.202
2017 191 75930   4208830.041   2334850.530   4171267.364      6.202   2.282   0.135   2.418  13.197
2017 191 75960   4208830.041   2334850.530   4171267.364      6.279   2.282   0.135   2.418  13.192
2017 191 75990   4208830.041   2334850.530   4171267.364      6.352   2.282   0.136   2.418  13.186
2017 191 76020   4208830.041   2334850.530   4171267.364      6.220   2.282   0.136   2.418  13.180
2017 191 76050   4208830.041   2334850.530   4171267.364      6.097   2.282   0.136   2.418  13.176
2017 191 76080   4208830.041   2334850.530   4171267.364      6.165   2.282   0.136   2.418  13.170
2017 191 76110   4208830.041   2334850.530   4171267.364      6.386   2.282   0.136   2.418  13.165
2017 191 76140   4208830.041   2334850.530   4171267.364      6.290   2.282   0.136   2.418  13.158
2017 191 76170   4208830.041   2334850.530   4171267.364      6.459   2.282   0.136   2.418  13.152
2017 191 76200   4208830.041   2334850.530   4171267.364      6.426   2.282   0.136   2.419  13.145
2017 191 76230   4208830.041   2334850.530   4171267.364      6.295   2.282   0.137   2.419  13.139
2017 191 76260   4208830.041   2334850.530   4171267.364      6.035   2.282   0.137   2.420  13.133
2017 191 76290   4208830.041   2334850.530   4171267.364      6.286   2.282   0.138   2.420  13.126
2017 191 76320   4208830.041   2334850.530   4171267.364      6.132   2.282   0.139   2.421  13.118
2017 191 76350   4208830.041   2334850.530   4171267.364      6.280   2.282   0.139   2.422  13.111
2017 191 76380   4208830.041   2334850.530   4171267.364      6.435   2.282   0.139   2.422  13.105
2017 191 76410   4208830.041   2334850.530   4171267.364      6.480   2.282   0.140   2.422  13.099
2017 191 76440   4208830.041   2334850.530   4171267.364      6.508   2.282   0.140   2.422  13.093
2017 191 76470   4208830.041   2334850.530   4171267.364      6.235   2.282   0.140   2.422  13.088
2017 191 76500   4208830.041   2334850.530   4171267.364      6.043   2.282   0.140   2.423  13.082
2017 191 76530   4208830.041   2334850.530   4171267.364      6.091   2.282   0.141   2.423  13.076
2017 191 76560   4208830.042   2334850.530   4171267.364      6.299   2.282   0.141   2.423  13.070
2017 191 76590   4208830.042   2334850.530   4171267.364      6.160   2.282   0.141   2.424  13.066
2017 191 76620   4208830.042   2334850.530   4171267.364      6.109   2.282   0.142   2.424  13.063
